# Input,ChemicalName,ChemicalID,CasRN,DiseaseName,DiseaseID,DiseaseCategories,OmimIDs,PubMedIDs,DirectEvidence
mesh:d065886,Air Pollutants,D000393,,Neurodevelopmental Disorders,MESH:D065886,Mental disorder,,26641520,marker/mechanism
mesh:d065886,Arsenic,D001151,7440-38-2,Neurodevelopmental Disorders,MESH:D065886,Mental disorder,,25446717|26968381,marker/mechanism
mesh:d065886,Cadmium,D002104,7440-43-9,Neurodevelopmental Disorders,MESH:D065886,Mental disorder,,25446717,marker/mechanism
mesh:d065886,Cisplatin,D002945,15663-27-1,Neurodevelopmental Disorders,MESH:D065886,Mental disorder,,9498910,marker/mechanism
mesh:d065886,Lead,D007854,7439-92-1,Neurodevelopmental Disorders,MESH:D065886,Mental disorder,,25446717|26968381,marker/mechanism
mesh:d065886,Manganese,D008345,7439-96-5,Neurodevelopmental Disorders,MESH:D065886,Mental disorder,,29429640,marker/mechanism
mesh:d065886,Mercury,D008628,7439-97-6,Neurodevelopmental Disorders,MESH:D065886,Mental disorder,,27262785,marker/mechanism
mesh:d065886,Methylmercury Compounds,D008767,,Neurodevelopmental Disorders,MESH:D065886,Mental disorder,,27262785,marker/mechanism
mesh:d065886,Particulate Matter,D052638,,Neurodevelopmental Disorders,MESH:D065886,Mental disorder,,26641520|28087836,marker/mechanism
mesh:d065886,Vehicle Emissions,D001335,,Neurodevelopmental Disorders,MESH:D065886,Mental disorder,,26641520,marker/mechanism
mesh:d006976,Apigenin,D047310,520-36-5,"Hypertension, Pulmonary",MESH:D006976,Cardiovascular disease|Respiratory tract disease,,31930969,therapeutic
mesh:d006976,Atorvastatin,D000069059,,"Hypertension, Pulmonary",MESH:D006976,Cardiovascular disease|Respiratory tract disease,,17575010,therapeutic
mesh:d006976,Bosentan,D000077300,147536-97-8,"Hypertension, Pulmonary",MESH:D006976,Cardiovascular disease|Respiratory tract disease,,10353441|16219361|17234519|20172593|20967148|26111581|26801773,therapeutic
mesh:d006976,Copper Sulfate,D019327,7758-98-7,"Hypertension, Pulmonary",MESH:D006976,Cardiovascular disease|Respiratory tract disease,,7265320,marker/mechanism
mesh:d006976,epigallocatechin gallate,C045651,989-51-5,"Hypertension, Pulmonary",MESH:D006976,Cardiovascular disease|Respiratory tract disease,,28478070,therapeutic
mesh:d006976,Estrogens,D004967,,"Hypertension, Pulmonary",MESH:D006976,Cardiovascular disease|Respiratory tract disease,,14555814,therapeutic
mesh:d006976,Fluoxetine,D005473,54910-89-3,"Hypertension, Pulmonary",MESH:D006976,Cardiovascular disease|Respiratory tract disease,,17702969|19298536|21619414,marker/mechanism|therapeutic
mesh:d006976,Gefitinib,D000077156,,"Hypertension, Pulmonary",MESH:D006976,Cardiovascular disease|Respiratory tract disease,,18424623,therapeutic
mesh:d006976,Ibuprofen,D007052,15687-27-1,"Hypertension, Pulmonary",MESH:D006976,Cardiovascular disease|Respiratory tract disease,,11988250|15567009|16785458,marker/mechanism
mesh:d006976,Indomethacin,D007213,53-86-1,"Hypertension, Pulmonary",MESH:D006976,Cardiovascular disease|Respiratory tract disease,,11340680|12391278|14668575|1559913|2014850|445754|7574058|7758553|985646,marker/mechanism|therapeutic
mesh:d006976,(+)-JQ1 compound,C561695,,"Hypertension, Pulmonary",MESH:D006976,Cardiovascular disease|Respiratory tract disease,,26224795,therapeutic
mesh:d006976,Methamphetamine,D008694,537-46-2,"Hypertension, Pulmonary",MESH:D006976,Cardiovascular disease|Respiratory tract disease,,17166979|18541676,marker/mechanism
mesh:d006976,Nicotine,D009538,,"Hypertension, Pulmonary",MESH:D006976,Cardiovascular disease|Respiratory tract disease,,16499655|7399993,marker/mechanism
mesh:d006976,Nifedipine,D009543,21829-25-4,"Hypertension, Pulmonary",MESH:D006976,Cardiovascular disease|Respiratory tract disease,,10559078|2766755|4092919|6625374|6637831|9768734,marker/mechanism|therapeutic
mesh:d006976,Nitroprusside,D009599,15078-28-1,"Hypertension, Pulmonary",MESH:D006976,Cardiovascular disease|Respiratory tract disease,,15278610,therapeutic
mesh:d006976,Oxygen,D010100,7782-44-7,"Hypertension, Pulmonary",MESH:D006976,Cardiovascular disease|Respiratory tract disease,,1559913|15880376|16544967|16698853|20508210|22005303|22711276|24492474|24835767|24947524|24951775|2518282|26224795|26476374|26780485|28090300|28478070|31930969|7758553,marker/mechanism|therapeutic
mesh:d006976,Paclitaxel,D017239,,"Hypertension, Pulmonary",MESH:D006976,Cardiovascular disease|Respiratory tract disease,,11422257,marker/mechanism
mesh:d006976,Paraquat,D010269,4685-14-7,"Hypertension, Pulmonary",MESH:D006976,Cardiovascular disease|Respiratory tract disease,,20004239,marker/mechanism
mesh:d006976,Quercetin,D011794,117-39-5,"Hypertension, Pulmonary",MESH:D006976,Cardiovascular disease|Respiratory tract disease,,26476374,therapeutic
mesh:d006976,Resveratrol,D000077185,,"Hypertension, Pulmonary",MESH:D006976,Cardiovascular disease|Respiratory tract disease,,22146233|22507635|24492474|24951775,therapeutic
mesh:d006976,Ritonavir,D019438,,"Hypertension, Pulmonary",MESH:D006976,Cardiovascular disease|Respiratory tract disease,,19114959,marker/mechanism
mesh:d006976,Rosiglitazone,D000077154,,"Hypertension, Pulmonary",MESH:D006976,Cardiovascular disease|Respiratory tract disease,,19520921,therapeutic
mesh:d006976,Silicon Dioxide,D012822,7631-86-9,"Hypertension, Pulmonary",MESH:D006976,Cardiovascular disease|Respiratory tract disease,,30453980,marker/mechanism
mesh:d006976,Simvastatin,D019821,79902-63-9,"Hypertension, Pulmonary",MESH:D006976,Cardiovascular disease|Respiratory tract disease,,12406854|12963647|16002570|16297860|21465237,therapeutic
mesh:d006976,Smoke,D012906,,"Hypertension, Pulmonary",MESH:D006976,Cardiovascular disease|Respiratory tract disease,,16002570,marker/mechanism
mesh:d006976,Valproic Acid,D014635,99-66-1,"Hypertension, Pulmonary",MESH:D006976,Cardiovascular disease|Respiratory tract disease,,22711276,therapeutic
mesh:d006976,Vorinostat,D000077337,,"Hypertension, Pulmonary",MESH:D006976,Cardiovascular disease|Respiratory tract disease,,22711276,therapeutic
mesh:d006976,Warfarin,D014859,81-81-2,"Hypertension, Pulmonary",MESH:D006976,Cardiovascular disease|Respiratory tract disease,,12359135|26780485|26801773,therapeutic
mesh:d015470,"6,7-dimethoxy-3-phenylquinoxaline",C106250,146535-11-7,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,17050201,therapeutic
mesh:d015470,"Air Pollutants, Occupational",D000395,,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,9230185,marker/mechanism
mesh:d015470,Amsacrine,D000677,,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,15148258|18043129|1873770|1877195|2410119|3463435,therapeutic
mesh:d015470,Arsenic Trioxide,D000077237,1327-53-3,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,12931215|16467208|16968895|17050201|18825661|19850784|20471514|22541086,therapeutic
mesh:d015470,Azacitidine,D001374,320-67-2,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,17596541|18720364|2410119,therapeutic
mesh:d015470,Benzene,D001554,71-43-2,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,15781211|19326098|19478238|19900423|20018183|20939751|21216845|21859636|22005026|3590206|7542115|8933618|9118903|9118913|9230185,marker/mechanism
mesh:d015470,Benzoates,D001565,,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,29472718,therapeutic
mesh:d015470,Bortezomib,D000069286,,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,18166786|20471514,therapeutic
mesh:d015470,Busulfan,D002066,55-98-1,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,11069031|20172040,therapeutic
mesh:d015470,Calcitriol,D002117,32222-06-3,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,2416438,therapeutic
mesh:d015470,Carboplatin,D016190,41575-94-4,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,1405761|1545569,therapeutic
mesh:d015470,Cyclophosphamide,D003520,50-18-0,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,3352696,marker/mechanism
mesh:d015470,Dasatinib,D000069439,,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,32929351,therapeutic
mesh:d015470,Decitabine,D000077209,2353-33-5,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,14604977|16228241|17679729|18206229|18460780|18704418|19010910|19387464,therapeutic
mesh:d015470,Deferoxamine,D003676,70-51-9,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,20368581,therapeutic
mesh:d015470,Dexamethasone,D003907,50-02-2,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,17179225,therapeutic
mesh:d015470,Doxorubicin,D004317,23214-92-8,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,20350534|2346733|286623|6419896|6769133|8413777,marker/mechanism|therapeutic
mesh:d015470,Dronabinol,D013759,,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,32272438,therapeutic
mesh:d015470,Etoposide,D005047,33419-42-0,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,10759716|12172056|12884821|16219352|16985182|1877195|7529655|7715077|7858489,marker/mechanism|therapeutic
mesh:d015470,fludarabine,C024352,21679-14-1,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,12780785|15279668|7528855|8394169,therapeutic
mesh:d015470,Indomethacin,D007213,53-86-1,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,18360721,therapeutic
mesh:d015470,Irinotecan,D000077146,,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,16010591,therapeutic
mesh:d015470,(+)-JQ1 compound,C561695,,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,24794707,therapeutic
mesh:d015470,Medroxyprogesterone Acetate,D017258,71-58-9,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,19158949|19997560,therapeutic
mesh:d015470,Methotrexate,D008727,59-05-2,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,1058041|4309695|8692421,therapeutic
mesh:d015470,Mitoxantrone,D008942,65271-80-9,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,10813714|1464366|19962759|20199376|2636248|3463392|3469002|8094136|8152248|9768826,therapeutic
mesh:d015470,Paclitaxel,D017239,,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,9766754,therapeutic
mesh:d015470,palbociclib,C500026,,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,27099147,therapeutic
mesh:d015470,ponatinib,C545373,,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,21482694,therapeutic
mesh:d015470,Prednisolone,D011239,50-24-8,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,2172608|4502569,therapeutic
mesh:d015470,quizartinib,C544967,,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,21970471|27099147,therapeutic
mesh:d015470,Resveratrol,D000077185,,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,12689943|19796711|20350534,therapeutic
mesh:d015470,Sorafenib,D000077157,,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,18200035|32929351,therapeutic
mesh:d015470,Tobacco Smoke Pollution,D014028,,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,31655332,marker/mechanism
mesh:d015470,Tretinoin,D014212,302-79-4,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,16294345|17596541|19850784|22541086,therapeutic
mesh:d015470,trichostatin A,C012589,58880-19-6,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,18206229,therapeutic
mesh:d015470,triptolide,C001899,38748-32-2,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,18922616,therapeutic
mesh:d015470,Troglitazone,D000077288,97322-87-7,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,10536188|14508522,therapeutic
mesh:d015470,Valproic Acid,D014635,99-66-1,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,16294345|17596541,therapeutic
mesh:d015470,Vincristine,D014750,,"Leukemia, Myeloid, Acute",MESH:D015470,Cancer,,4294312|4309695|4518764|4552812,therapeutic
mesh:d011471,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,C093973,,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,14506750,therapeutic
mesh:d011471,"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",C049584,105650-23-5,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,11238188|11470761|12351152|14656947|17909072|19223546|20951759|22564066|22581815|29877212,marker/mechanism
mesh:d011471,"3,3',4,5'-tetrahydroxystilbene",C041525,4339-71-3,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,24610083,therapeutic
mesh:d011471,4-hydroxyestradiol,C014036,5976-61-4,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,23685341,marker/mechanism
mesh:d011471,"9,10-Dimethyl-1,2-benzanthracene",D015127,57-97-6,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,2105161|2137026,marker/mechanism
mesh:d011471,AGN 194204,C430898,,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,16000583,therapeutic
mesh:d011471,Apigenin,D047310,520-36-5,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,17132221,therapeutic
mesh:d011471,Arsenic,D001151,7440-38-2,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,16140617|18288312|33198142,marker/mechanism
mesh:d011471,Arsenic Trioxide,D000077237,1327-53-3,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,19131511,therapeutic
mesh:d011471,Ascorbic Acid,D001205,50-81-7,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,16345077,therapeutic
mesh:d011471,Azacitidine,D001374,320-67-2,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,18324645,therapeutic
mesh:d011471,benzamide,C037689,27208-38-4,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,21846139,therapeutic
mesh:d011471,Benzo(a)pyrene,D001564,50-32-8,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,17292933,marker/mechanism
mesh:d011471,Berberine,D001599,2086-83-1,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,16505103,therapeutic
mesh:d011471,bicalutamide,C053541,,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,11085345|15151957|15638997|16406940|17914592|18487222|18937151|19011039|19240160|21506597|21846139|21936524|22666205|24323034|28757136|9452271,therapeutic
mesh:d011471,bis(4-hydroxyphenyl)sulfone,C543008,80-09-1,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,30822521,marker/mechanism
mesh:d011471,bisphenol A,C006780,80-05-7,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,16740699|21536718|24424067|27998958|29148069|30387366|34838672,marker/mechanism
mesh:d011471,Cadmium,D002104,7440-43-9,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,17075824|7693634|7843088,marker/mechanism
mesh:d011471,Cadmium Chloride,D019256,10108-64-2,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,33129824,marker/mechanism
mesh:d011471,Calcitriol,D002117,32222-06-3,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,10470102|12479363|15754350|16289102|16644109|16886663|18247401|18854204,therapeutic
mesh:d011471,Capsaicin,D002211,404-86-4,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,16540674,therapeutic
mesh:d011471,Carbofuran,D002235,1563-66-2,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,22102698,marker/mechanism
mesh:d011471,Carboplatin,D016190,41575-94-4,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,16442593|16886663,therapeutic
mesh:d011471,Celecoxib,D000068579,,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,15126378|15570007|17908994|19038466,therapeutic
mesh:d011471,Chlordecone,D007631,143-50-0,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,20566993|25940496,marker/mechanism
mesh:d011471,Cisplatin,D002945,15663-27-1,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,21551258|22026922|27815112|985619,therapeutic
mesh:d011471,Copper,D003300,7440-50-8,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,17079463|17308104,marker/mechanism
mesh:d011471,Copper Sulfate,D019327,7758-98-7,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,25320179,therapeutic
mesh:d011471,Coumestrol,D003375,479-13-0,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,16921512,therapeutic
mesh:d011471,Curcumin,D003474,458-37-7,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,10851300|11398177|12497104|15129424|18156803|18226269|18769126|22258452,therapeutic
mesh:d011471,Cyclophosphamide,D003520,50-18-0,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,16166447|17136230|380805|6340628|6377283|7127658,therapeutic
mesh:d011471,DDT,D003634,50-29-3,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,12584743,marker/mechanism
mesh:d011471,deguelin,C107676,522-17-8,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,21472727,therapeutic
mesh:d011471,Dexamethasone,D003907,50-02-2,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,11135218|16886663|18097517,therapeutic
mesh:d011471,diallyl trisulfide,C042577,2050-87-5,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,17513609,therapeutic
mesh:d011471,Dichlorodiphenyl Dichloroethylene,D003633,72-55-9,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,20817259,marker/mechanism
mesh:d011471,Diethylstilbestrol,D004054,56-53-1,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,1093670|11502463|11851245|12890826|15046698|15846301|17136230|17639587|2161376|2942707|3050535|3525866|4166904|4585929|6267685|6294349|8708714|9412346|9464510,therapeutic
mesh:d011471,Dihydrotestosterone,D013196,521-18-6,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,21705451|25062956,marker/mechanism
mesh:d011471,Doxorubicin,D004317,23214-92-8,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,15749863|15897917|16729912|16868541|16888761|18437689|20884855|22666205|380805|6340628|6861082|7752334|985619,therapeutic
mesh:d011471,entinostat,C118739,,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,18798265,therapeutic
mesh:d011471,enzalutamide,C540278,,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,19359544|21846139|21936524|24418724|28500234|28757136|32184358,therapeutic
mesh:d011471,epigallocatechin gallate,C045651,989-51-5,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,21306166,therapeutic
mesh:d011471,Estradiol,D004958,50-28-2,Prostatic Neoplasms,MESH:D011471,Cancer|Urogenital disease (male),,11006573|11315954|11375906|16469015|16740699|22666205|24424067|30387366|7728979,marker/mechanism|therapeutic
